Area Code (Location),Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Type,ProductId (Product),Product Id,Product,Profit,Sales,State,Total Expenses,Type
985,985,30,60,10,90,44,01-08-2010 00:00:00,-508,61,Small Market,South,39,1,Espresso,4,4,Caffe Latte,-7,105,Louisiana,68,Regular
337,337,40,60,40,100,47,01-08-2010 00:00:00,366,79,Small Market,South,14,1,Espresso,5,5,Caffe Mocha,41,126,Louisiana,38,Regular
504,504,30,40,20,70,36,01-08-2010 00:00:00,458,54,Small Market,South,11,1,Espresso,6,6,Decaf Espresso,21,90,Louisiana,33,Decaf
505,505,150,20,-30,170,120,01-08-2010 00:00:00,1439,19,Small Market,South,37,1,Coffee,3,3,Decaf Irish Cream,-42,139,New Mexico,61,Decaf
505,505,80,120,70,200,64,01-08-2010 00:00:00,460,96,Small Market,South,21,1,Coffee,2,2,Columbian,44,160,New Mexico,52,Regular
505,505,20,40,30,60,25,01-08-2010 00:00:00,851,38,Small Market,South,7,1,Herbal Tea,8,8,Chamomile,19,63,New Mexico,19,Decaf
505,505,30,50,20,80,41,01-08-2010 00:00:00,1007,49,Small Market,South,12,1,Herbal Tea,9,9,Lemon,15,90,New Mexico,34,Decaf
505,505,20,30,0,50,29,01-08-2010 00:00:00,-347,36,Small Market,South,11,1,Espresso,4,4,Caffe Latte,-8,65,New Mexico,44,Regular
505,505,50,70,0,120,63,01-08-2010 00:00:00,332,88,Small Market,South,57,1,Espresso,5,5,Caffe Mocha,2,151,New Mexico,86,Regular
505,505,30,60,30,90,45,01-08-2010 00:00:00,253,60,Small Market,South,14,1,Espresso,6,6,Decaf Espresso,18,105,New Mexico,42,Decaf
405,405,20,40,30,60,22,01-08-2010 00:00:00,865,33,Small Market,South,6,1,Coffee,3,3,Decaf Irish Cream,16,55,Oklahoma,17,Decaf
405,405,80,110,80,190,68,01-08-2010 00:00:00,587,87,Small Market,South,22,1,Coffee,2,2,Columbian,53,155,Oklahoma,34,Regular
580,580,120,190,60,310,133,01-08-2010 00:00:00,705,184,Small Market,South,120,1,Herbal Tea,9,9,Lemon,34,317,Oklahoma,150,Decaf
580,580,60,70,20,130,63,01-08-2010 00:00:00,397,77,Small Market,South,23,1,Herbal Tea,8,8,Chamomile,20,140,Oklahoma,57,Decaf
918,918,90,140,100,230,116,01-08-2010 00:00:00,-1278,161,Small Market,South,35,1,Espresso,4,4,Caffe Latte,102,277,Oklahoma,59,Regular
918,918,10,20,20,30,16,01-08-2010 00:00:00,484,25,Small Market,South,4,1,Espresso,5,5,Caffe Mocha,10,41,Oklahoma,15,Regular
405,405,90,150,100,240,114,01-08-2010 00:00:00,810,172,Small Market,South,37,1,Espresso,6,6,Decaf Espresso,103,286,Oklahoma,69,Decaf
682,682,60,90,70,150,52,01-08-2010 00:00:00,554,68,Major Market,South,17,1,Coffee,3,3,Decaf Irish Cream,39,120,Texas,29,Decaf
979,979,390,450,340,840,311,01-08-2010 00:00:00,1296,367,Major Market,South,96,1,Coffee,2,2,Columbian,250,678,Texas,117,Regular
281,281,30,50,30,80,34,01-08-2010 00:00:00,428,51,Major Market,South,10,1,Herbal Tea,9,9,Lemon,19,85,Texas,32,Decaf
430,430,40,60,30,100,46,01-08-2010 00:00:00,415,62,Major Market,South,15,1,Herbal Tea,8,8,Chamomile,19,108,Texas,43,Decaf
430,430,40,70,40,110,52,01-08-2010 00:00:00,-587,79,Major Market,South,17,1,Espresso,4,4,Caffe Latte,30,131,Texas,49,Regular
682,682,100,150,120,250,123,01-08-2010 00:00:00,941,178,Major Market,South,34,1,Espresso,5,5,Caffe Mocha,133,301,Texas,45,Regular
512,512,80,130,110,210,100,01-08-2010 00:00:00,598,145,Major Market,South,28,1,Espresso,6,6,Decaf Espresso,105,245,Texas,40,Decaf
801,801,60,70,40,130,50,01-08-2010 00:00:00,1064,60,Small Market,West,15,1,Coffee,1,1,Amaretto,24,110,Utah,36,Regular
435,435,50,70,40,120,42,01-08-2010 00:00:00,384,56,Small Market,West,13,1,Coffee,2,2,Columbian,15,98,Utah,41,Regular
801,801,50,80,60,130,61,01-08-2010 00:00:00,322,90,Small Market,West,19,1,Herbal Tea,8,8,Chamomile,49,151,Utah,41,Decaf
435,435,50,90,60,140,64,01-08-2010 00:00:00,460,96,Small Market,West,21,1,Herbal Tea,9,9,Lemon,44,160,Utah,52,Decaf
801,801,100,20,-30,120,120,01-08-2010 00:00:00,1439,19,Small Market,West,37,1,Herbal Tea,10,10,Mint,-41,139,Utah,60,Decaf
801,801,40,60,10,100,63,01-08-2010 00:00:00,332,88,Small Market,West,57,1,Tea,11,11,Darjeeling,2,151,Utah,86,Regular
435,435,20,50,30,70,45,01-08-2010 00:00:00,253,60,Small Market,West,14,1,Tea,12,12,Earl Grey,19,105,Utah,41,Regular
435,435,10,30,10,40,29,01-08-2010 00:00:00,215,36,Small Market,West,11,1,Tea,13,13,Green Tea,-9,65,Utah,45,Regular
435,435,90,110,60,200,72,01-08-2010 00:00:00,606,88,Small Market,West,27,1,Coffee,3,3,Decaf Irish Cream,27,160,Utah,61,Decaf
801,801,30,40,30,70,32,01-08-2010 00:00:00,841,48,Small Market,West,8,1,Espresso,4,4,Caffe Latte,28,80,Utah,20,Regular
801,801,70,90,60,160,77,01-08-2010 00:00:00,581,99,Small Market,West,25,1,Espresso,5,5,Caffe Mocha,62,176,Utah,37,Regular
435,435,30,40,30,70,34,01-08-2010 00:00:00,890,49,Small Market,West,9,1,Espresso,6,6,Decaf Espresso,28,83,Utah,21,Decaf
562,562,190,-90,-150,100,154,01-08-2010 00:00:00,2105,-67,Major Market,West,49,1,Coffee,1,1,Amaretto,-139,87,California,72,Regular
650,650,450,680,520,1130,364,01-08-2010 00:00:00,2617,546,Major Market,West,127,1,Coffee,2,2,Columbian,368,910,California,178,Regular
831,831,110,170,140,280,132,01-08-2010 00:00:00,994,191,Major Market,West,36,1,Herbal Tea,8,8,Chamomile,143,323,California,48,Decaf
916,916,260,330,240,590,311,01-08-2010 00:00:00,1296,367,Major Market,West,96,1,Herbal Tea,9,9,Lemon,249,678,California,118,Decaf
310,310,40,60,40,100,52,01-08-2010 00:00:00,554,68,Major Market,West,17,1,Herbal Tea,10,10,Mint,38,120,California,30,Decaf
760,760,80,120,100,200,123,01-08-2010 00:00:00,941,178,Major Market,West,34,1,Tea,11,11,Darjeeling,133,301,California,45,Regular
310,310,60,100,90,160,100,01-08-2010 00:00:00,598,145,Major Market,West,28,1,Tea,12,12,Earl Grey,105,245,California,40,Regular
818,818,30,50,20,80,52,01-08-2010 00:00:00,662,79,Major Market,West,17,1,Tea,13,13,Green Tea,30,131,California,49,Regular
626,626,240,-40,-140,200,196,01-08-2010 00:00:00,3139,-30,Major Market,West,64,1,Coffee,3,3,Decaf Irish Cream,-137,166,California,107,Decaf
916,916,250,260,170,510,266,01-08-2010 00:00:00,1797,266,Major Market,West,74,1,Espresso,4,4,Caffe Latte,167,532,California,99,Regular
530,530,160,230,60,390,173,01-08-2010 00:00:00,927,239,Major Market,West,156,1,Espresso,5,5,Caffe Mocha,50,412,California,189,Regular
707,707,280,370,250,650,295,01-08-2010 00:00:00,1714,392,Major Market,West,97,1,Espresso,6,6,Decaf Espresso,262,687,California,130,Decaf
702,702,40,60,20,100,38,01-08-2010 00:00:00,248,48,Small Market,West,14,1,Coffee,2,2,Columbian,1,86,Nevada,47,Regular
775,775,140,220,70,360,173,01-08-2010 00:00:00,927,239,Small Market,West,156,1,Herbal Tea,8,8,Chamomile,49,412,Nevada,190,Decaf
775,775,160,250,170,410,196,01-08-2010 00:00:00,1167,271,Small Market,West,64,1,Herbal Tea,9,9,Lemon,163,467,Nevada,108,Decaf
702,702,130,200,150,330,154,01-08-2010 00:00:00,817,222,Small Market,West,49,1,Herbal Tea,10,10,Mint,150,376,Nevada,72,Decaf
702,702,190,270,190,460,295,01-08-2010 00:00:00,1714,392,Small Market,West,97,1,Tea,11,11,Darjeeling,262,687,Nevada,130,Regular
775,775,170,190,130,360,266,01-08-2010 00:00:00,1797,266,Small Market,West,74,1,Tea,12,12,Earl Grey,167,532,Nevada,99,Regular
775,775,180,-180,-260,0,284,01-08-2010 00:00:00,5807,-284,Small Market,West,107,1,Tea,13,13,Green Tea,-404,21,Nevada,141,Regular
702,702,50,60,30,110,41,01-08-2010 00:00:00,1007,49,Small Market,West,12,1,Coffee,3,3,Decaf Irish Cream,16,90,Nevada,33,Decaf
702,702,0,40,30,40,0,01-08-2010 00:00:00,516,43,Small Market,West,0,1,Espresso,4,4,Caffe Latte,32,43,Nevada,11,Regular
775,775,20,40,30,60,25,01-08-2010 00:00:00,851,38,Small Market,West,7,1,Espresso,5,5,Caffe Mocha,19,63,Nevada,19,Regular
702,702,20,30,20,50,23,01-08-2010 00:00:00,806,35,Small Market,West,6,1,Espresso,6,6,Decaf Espresso,17,58,Nevada,18,Decaf
541,541,40,70,20,110,37,01-08-2010 00:00:00,513,52,Small Market,West,33,1,Coffee,1,1,Amaretto,-11,89,Oregon,63,Regular
971,971,50,90,40,140,47,01-08-2010 00:00:00,474,67,Small Market,West,15,1,Coffee,2,2,Columbian,8,114,Oregon,59,Regular
971,971,20,30,30,50,25,01-08-2010 00:00:00,826,37,Small Market,West,7,1,Herbal Tea,8,8,Chamomile,19,62,Oregon,18,Decaf
541,541,50,80,60,130,68,01-08-2010 00:00:00,587,87,Small Market,West,22,1,Herbal Tea,9,9,Lemon,53,155,Oregon,34,Decaf
503,503,10,10,10,20,16,01-08-2010 00:00:00,484,25,Small Market,West,4,1,Tea,11,11,Darjeeling,9,41,Oregon,16,Regular
971,971,70,120,80,190,114,01-08-2010 00:00:00,810,172,Small Market,West,37,1,Tea,12,12,Earl Grey,104,286,Oregon,68,Regular
541,541,70,110,70,180,116,01-08-2010 00:00:00,678,161,Small Market,West,35,1,Tea,13,13,Green Tea,102,277,Oregon,59,Regular
541,541,40,60,40,100,34,01-08-2010 00:00:00,428,51,Small Market,West,10,1,Coffee,3,3,Decaf Irish Cream,19,85,Oregon,32,Decaf
971,971,40,60,20,100,49,01-08-2010 00:00:00,414,60,Small Market,West,18,1,Espresso,4,4,Caffe Latte,9,109,Oregon,51,Regular
503,503,40,60,30,100,46,01-08-2010 00:00:00,415,62,Small Market,West,15,1,Espresso,5,5,Caffe Mocha,19,108,Oregon,43,Regular
503,503,130,140,90,270,145,01-08-2010 00:00:00,1292,146,Small Market,West,40,1,Espresso,6,6,Decaf Espresso,81,291,Oregon,65,Decaf
360,360,70,120,80,190,90,01-08-2010 00:00:00,1139,135,Small Market,West,29,1,Herbal Tea,8,8,Chamomile,75,225,Washington,60,Decaf
253,253,40,60,50,100,48,01-08-2010 00:00:00,839,70,Small Market,West,13,1,Herbal Tea,9,9,Lemon,45,118,Washington,25,Decaf
253,253,30,50,30,80,47,01-08-2010 00:00:00,366,79,Small Market,West,14,1,Tea,11,11,Darjeeling,42,126,Washington,37,Regular
206,206,20,40,30,60,36,01-08-2010 00:00:00,458,54,Small Market,West,11,1,Tea,12,12,Earl Grey,20,90,Washington,34,Regular
206,206,20,50,10,70,44,01-08-2010 00:00:00,617,61,Small Market,West,39,1,Tea,13,13,Green Tea,-8,105,Washington,69,Regular
509,509,100,160,120,260,86,01-08-2010 00:00:00,454,125,Small Market,West,27,1,Coffee,2,2,Columbian,76,211,Washington,49,Regular
206,206,160,230,100,390,133,01-08-2010 00:00:00,705,184,Small Market,West,120,1,Coffee,3,3,Decaf Irish Cream,34,317,Washington,150,Decaf
206,206,20,40,30,60,30,01-08-2010 00:00:00,581,39,Small Market,West,9,1,Espresso,4,4,Caffe Latte,17,69,Washington,22,Regular
425,425,60,70,20,130,63,01-08-2010 00:00:00,397,77,Small Market,West,23,1,Espresso,5,5,Caffe Mocha,20,140,Washington,57,Regular
206,206,90,120,90,210,103,01-08-2010 00:00:00,1073,123,Small Market,West,31,1,Espresso,6,6,Decaf Espresso,71,226,Washington,52,Decaf
970,970,130,140,90,270,155,01-09-2010 00:00:00,1280,155,Major Market,Central,43,1,Herbal Tea,8,8,Chamomile,87,310,Colorado,68,Decaf
970,970,40,70,20,110,52,01-09-2010 00:00:00,509,74,Major Market,Central,47,1,Herbal Tea,9,9,Lemon,-2,126,Colorado,76,Decaf
720,720,40,70,40,110,53,01-09-2010 00:00:00,410,72,Major Market,Central,17,1,Herbal Tea,10,10,Mint,27,125,Colorado,45,Decaf
970,970,30,50,10,80,45,01-09-2010 00:00:00,409,57,Major Market,Central,17,1,Tea,11,11,Darjeeling,7,102,Colorado,50,Regular
720,720,40,50,20,90,51,01-09-2010 00:00:00,1042,62,Major Market,Central,15,1,Tea,12,12,Earl Grey,25,113,Colorado,37,Regular
970,970,50,70,50,120,61,01-09-2010 00:00:00,579,79,Major Market,Central,20,1,Tea,13,13,Green Tea,47,140,Colorado,32,Regular
303,303,90,140,110,230,81,01-09-2010 00:00:00,588,118,Major Market,Central,22,1,Espresso,5,5,Caffe Mocha,84,199,Colorado,34,Regular
303,303,60,110,60,170,60,01-09-2010 00:00:00,656,90,Major Market,Central,19,1,Espresso,6,6,Decaf Espresso,39,150,Colorado,51,Decaf
970,970,130,180,140,310,123,01-09-2010 00:00:00,928,179,Major Market,Central,34,1,Coffee,1,1,Amaretto,134,302,Colorado,45,Regular
970,970,60,70,50,130,58,01-09-2010 00:00:00,548,74,Major Market,Central,19,1,Coffee,2,2,Columbian,42,132,Colorado,32,Regular
970,970,100,150,120,250,100,01-09-2010 00:00:00,981,145,Major Market,Central,28,1,Coffee,3,3,Decaf Irish Cream,106,245,Colorado,39,Decaf
708,708,100,160,140,260,123,01-09-2010 00:00:00,928,179,Major Market,Central,34,1,Herbal Tea,8,8,Chamomile,133,302,Illinois,46,Decaf
630,630,40,70,50,110,58,01-09-2010 00:00:00,548,74,Major Market,Central,19,1,Herbal Tea,9,9,Lemon,43,132,Illinois,31,Decaf
773,773,80,130,110,210,100,01-09-2010 00:00:00,981,145,Major Market,Central,28,1,Herbal Tea,10,10,Mint,106,245,Illinois,39,Decaf
815,815,60,110,80,170,81,01-09-2010 00:00:00,588,118,Major Market,Central,22,1,Tea,11,11,Darjeeling,84,199,Illinois,34,Regular
773,773,50,80,40,130,60,01-09-2010 00:00:00,656,90,Major Market,Central,19,1,Tea,12,12,Earl Grey,40,150,Illinois,50,Regular
618,618,290,400,280,690,253,01-09-2010 00:00:00,1686,336,Major Market,Central,83,1,Espresso,5,5,Caffe Mocha,220,589,Illinois,116,Regular
312,312,280,300,210,580,249,01-09-2010 00:00:00,1775,249,Major Market,Central,69,1,Espresso,6,6,Decaf Espresso,155,498,Illinois,94,Decaf
309,309,170,230,140,400,162,01-09-2010 00:00:00,1148,225,Major Market,Central,53,1,Coffee,2,2,Columbian,129,387,Illinois,96,Regular
708,708,120,190,140,310,122,01-09-2010 00:00:00,801,176,Major Market,Central,39,1,Coffee,3,3,Decaf Irish Cream,115,298,Illinois,61,Decaf
712,712,210,300,210,510,253,01-09-2010 00:00:00,1686,336,Small Market,Central,83,1,Herbal Tea,8,8,Chamomile,220,589,Iowa,116,Decaf
563,563,100,160,120,260,122,01-09-2010 00:00:00,801,176,Small Market,Central,39,1,Herbal Tea,9,9,Lemon,115,298,Iowa,61,Decaf
641,641,210,220,140,430,249,01-09-2010 00:00:00,1775,249,Small Market,Central,69,1,Tea,11,11,Darjeeling,155,498,Iowa,94,Regular
712,712,250,340,210,590,302,01-09-2010 00:00:00,1783,370,Small Market,Central,114,1,Tea,12,12,Earl Grey,223,672,Iowa,147,Regular
515,515,20,40,30,60,23,01-09-2010 00:00:00,803,35,Small Market,Central,6,1,Espresso,5,5,Caffe Mocha,18,58,Iowa,17,Regular
319,319,0,50,40,50,0,01-09-2010 00:00:00,473,43,Small Market,Central,0,1,Espresso,6,6,Decaf Espresso,32,43,Iowa,11,Decaf
319,319,20,30,20,50,19,01-09-2010 00:00:00,848,29,Small Market,Central,5,1,Coffee,1,1,Amaretto,13,48,Iowa,16,Regular
319,319,30,40,20,70,33,01-09-2010 00:00:00,1003,39,Small Market,Central,10,1,Coffee,2,2,Columbian,7,72,Iowa,32,Regular
563,563,10,20,10,30,15,01-09-2010 00:00:00,600,20,Small Market,Central,4,1,Coffee,3,3,Decaf Irish Cream,3,35,Iowa,17,Decaf
636,636,30,60,10,90,44,01-09-2010 00:00:00,325,62,Small Market,Central,40,1,Herbal Tea,8,8,Chamomile,-7,106,Missouri,69,Decaf
660,660,80,20,-10,100,104,01-09-2010 00:00:00,1574,11,Small Market,Central,32,1,Herbal Tea,9,9,Lemon,-44,115,Missouri,55,Decaf
314,314,30,50,20,80,39,01-09-2010 00:00:00,248,52,Small Market,Central,12,1,Tea,11,11,Darjeeling,13,91,Missouri,39,Regular
314,314,20,20,-10,40,24,01-09-2010 00:00:00,212,30,Small Market,Central,9,1,Tea,12,12,Earl Grey,-12,54,Missouri,42,Regular
573,573,30,50,10,80,40,01-09-2010 00:00:00,244,51,Small Market,Central,15,1,Tea,13,13,Green Tea,2,91,Missouri,49,Regular
816,816,50,70,50,120,44,01-09-2010 00:00:00,886,64,Small Market,Central,12,1,Espresso,5,5,Caffe Mocha,41,108,Missouri,23,Regular
417,417,30,60,50,90,32,01-09-2010 00:00:00,837,47,Small Market,Central,8,1,Espresso,6,6,Decaf Espresso,27,79,Missouri,20,Decaf
314,314,70,80,30,150,67,01-09-2010 00:00:00,599,83,Small Market,Central,25,1,Coffee,2,2,Columbian,25,150,Missouri,58,Regular
314,314,60,80,50,140,62,01-09-2010 00:00:00,1059,74,Small Market,Central,19,1,Coffee,3,3,Decaf Irish Cream,34,136,Missouri,40,Decaf
937,937,10,30,30,40,20,01-09-2010 00:00:00,482,30,Major Market,Central,5,1,Herbal Tea,8,8,Chamomile,14,50,Ohio,16,Decaf
419,419,20,40,40,60,29,01-09-2010 00:00:00,862,43,Major Market,Central,8,1,Herbal Tea,9,9,Lemon,23,72,Ohio,20,Decaf
440,440,80,130,70,210,99,01-09-2010 00:00:00,798,150,Major Market,Central,32,1,Tea,11,11,Darjeeling,87,249,Ohio,63,Regular
513,513,80,120,80,200,96,01-09-2010 00:00:00,666,134,Major Market,Central,29,1,Tea,12,12,Earl Grey,81,230,Ohio,53,Regular
513,513,170,190,130,360,155,01-09-2010 00:00:00,1280,155,Major Market,Central,43,1,Espresso,5,5,Caffe Mocha,87,310,Ohio,68,Regular
567,567,50,70,30,120,45,01-09-2010 00:00:00,409,57,Major Market,Central,17,1,Espresso,6,6,Decaf Espresso,6,102,Ohio,51,Decaf
614,614,50,80,50,130,53,01-09-2010 00:00:00,410,72,Major Market,Central,17,1,Coffee,1,1,Amaretto,28,125,Ohio,44,Regular
419,419,40,70,40,110,43,01-09-2010 00:00:00,424,64,Major Market,Central,13,1,Coffee,2,2,Columbian,29,107,Ohio,35,Regular
234,234,50,80,20,130,52,01-09-2010 00:00:00,509,74,Major Market,Central,47,1,Coffee,3,3,Decaf Irish Cream,-3,126,Ohio,77,Decaf
920,920,40,90,70,130,57,01-09-2010 00:00:00,349,94,Small Market,Central,17,1,Herbal Tea,8,8,Chamomile,53,151,Wisconsin,41,Decaf
608,608,40,70,60,110,51,01-09-2010 00:00:00,857,75,Small Market,Central,14,1,Herbal Tea,9,9,Lemon,50,126,Wisconsin,25,Decaf
920,920,30,60,30,90,46,01-09-2010 00:00:00,454,67,Small Market,Central,14,1,Tea,11,11,Darjeeling,31,113,Wisconsin,36,Regular
715,715,50,80,10,130,62,01-09-2010 00:00:00,612,87,Small Market,Central,56,1,Tea,12,12,Earl Grey,2,149,Wisconsin,85,Regular
414,414,90,120,80,210,83,01-09-2010 00:00:00,1063,99,Small Market,Central,25,1,Espresso,5,5,Caffe Mocha,53,182,Wisconsin,46,Regular
608,608,30,50,30,80,33,01-09-2010 00:00:00,577,43,Small Market,Central,10,1,Espresso,6,6,Decaf Espresso,21,76,Wisconsin,22,Decaf
414,414,70,80,30,150,67,01-09-2010 00:00:00,391,82,Small Market,Central,25,1,Coffee,1,1,Amaretto,23,149,Wisconsin,59,Regular
414,414,90,140,40,230,93,01-09-2010 00:00:00,692,130,Small Market,Central,84,1,Coffee,2,2,Columbian,16,223,Wisconsin,114,Regular
262,262,90,110,70,200,85,01-09-2010 00:00:00,555,114,Small Market,Central,28,1,Coffee,3,3,Decaf Irish Cream,58,199,Wisconsin,56,Decaf
203,203,40,70,50,110,44,01-09-2010 00:00:00,886,64,Small Market,East,12,1,Tea,11,11,Darjeeling,41,108,Connecticut,23,Regular
860,860,20,40,30,60,23,01-09-2010 00:00:00,809,34,Small Market,East,6,1,Tea,13,13,Green Tea,17,57,Connecticut,17,Regular
959,959,50,60,20,110,67,01-09-2010 00:00:00,599,83,Small Market,East,25,1,Herbal Tea,9,9,Lemon,24,150,Connecticut,59,Decaf
475,475,40,60,40,100,62,01-09-2010 00:00:00,1059,74,Small Market,East,19,1,Herbal Tea,10,10,Mint,33,136,Connecticut,41,Decaf
959,959,50,90,20,140,62,01-09-2010 00:00:00,612,87,Small Market,East,56,1,Espresso,5,5,Caffe Mocha,2,149,Connecticut,85,Regular
860,860,40,70,40,110,48,01-09-2010 00:00:00,380,65,Small Market,East,15,1,Espresso,6,6,Decaf Espresso,23,113,Connecticut,42,Decaf
860,860,90,150,110,240,103,01-09-2010 00:00:00,1130,155,Small Market,East,33,1,Coffee,2,2,Columbian,91,258,Connecticut,64,Regular
754,754,30,60,50,90,35,01-09-2010 00:00:00,875,52,Major Market,East,9,1,Tea,11,11,Darjeeling,32,87,Florida,20,Regular
904,904,50,80,60,130,51,01-09-2010 00:00:00,857,75,Major Market,East,14,1,Tea,13,13,Green Tea,49,126,Florida,26,Regular
561,561,20,30,20,50,33,01-09-2010 00:00:00,577,43,Major Market,East,10,1,Herbal Tea,8,8,Chamomile,21,76,Florida,22,Decaf
305,305,50,60,20,110,67,01-09-2010 00:00:00,391,82,Major Market,East,25,1,Herbal Tea,9,9,Lemon,24,149,Florida,58,Decaf
407,407,60,80,50,140,83,01-09-2010 00:00:00,1063,99,Major Market,East,25,1,Herbal Tea,10,10,Mint,53,182,Florida,46,Decaf
863,863,80,110,70,190,85,01-09-2010 00:00:00,555,114,Major Market,East,28,1,Espresso,6,6,Decaf Espresso,58,199,Florida,56,Decaf
863,863,80,130,40,210,93,01-09-2010 00:00:00,692,130,Major Market,East,84,1,Espresso,5,5,Caffe Mocha,17,223,Florida,113,Regular
386,386,90,140,100,230,99,01-09-2010 00:00:00,798,150,Major Market,East,32,1,Coffee,2,2,Columbian,86,249,Florida,64,Regular
954,954,90,120,80,210,96,01-09-2010 00:00:00,666,134,Major Market,East,29,1,Coffee,3,3,Decaf Irish Cream,81,230,Florida,53,Decaf
339,339,30,40,30,70,29,01-09-2010 00:00:00,862,43,Major Market,East,8,1,Tea,11,11,Darjeeling,23,72,Massachusetts,20,Regular
617,617,20,30,20,50,20,01-09-2010 00:00:00,482,30,Major Market,East,5,1,Tea,13,13,Green Tea,13,50,Massachusetts,17,Regular
857,857,30,40,10,70,45,01-09-2010 00:00:00,409,57,Major Market,East,17,1,Herbal Tea,9,9,Lemon,6,102,Massachusetts,51,Decaf
781,781,140,160,100,300,155,01-09-2010 00:00:00,1280,155,Major Market,East,43,1,Espresso,7,7,Regular Espresso,87,310,Massachusetts,68,Regular
508,508,40,50,-10,90,52,01-09-2010 00:00:00,520,46,Major Market,East,47,1,Espresso,5,5,Caffe Mocha,-31,98,Massachusetts,77,Regular
413,413,50,490,460,540,60,01-09-2010 00:00:00,-2572,516,Major Market,East,19,1,Coffee,2,2,Columbian,465,576,Massachusetts,51,Regular
603,603,20,30,20,50,19,01-09-2010 00:00:00,848,29,Small Market,East,5,1,Tea,11,11,Darjeeling,12,48,New Hampshire,17,Regular
603,603,0,40,30,40,0,01-09-2010 00:00:00,473,43,Small Market,East,0,1,Tea,13,13,Green Tea,31,43,New Hampshire,12,Regular
603,603,30,40,10,70,40,01-09-2010 00:00:00,244,51,Small Market,East,15,1,Herbal Tea,9,9,Lemon,2,91,New Hampshire,49,Decaf
603,603,20,30,0,50,24,01-09-2010 00:00:00,212,30,Small Market,East,9,1,Espresso,7,7,Regular Espresso,-12,54,New Hampshire,42,Regular
603,603,40,60,10,100,44,01-09-2010 00:00:00,325,62,Small Market,East,40,1,Espresso,5,5,Caffe Mocha,-7,106,New Hampshire,69,Regular
603,603,40,70,50,110,49,01-09-2010 00:00:00,315,71,Small Market,East,15,1,Coffee,1,1,Amaretto,33,120,New Hampshire,38,Regular
603,603,50,80,50,130,55,01-09-2010 00:00:00,453,84,Small Market,East,18,1,Coffee,2,2,Columbian,34,139,New Hampshire,50,Regular
347,347,100,160,130,260,100,01-09-2010 00:00:00,981,145,Major Market,East,28,1,Tea,11,11,Darjeeling,106,245,New York,39,Regular
518,518,130,190,150,320,123,01-09-2010 00:00:00,928,179,Major Market,East,34,1,Tea,12,12,Earl Grey,133,302,New York,46,Regular
646,646,80,130,100,210,81,01-09-2010 00:00:00,588,118,Major Market,East,22,1,Tea,13,13,Green Tea,84,199,New York,34,Regular
917,917,220,200,90,420,302,01-09-2010 00:00:00,1518,239,Major Market,East,114,1,Herbal Tea,9,9,Lemon,92,541,New York,147,Decaf
212,212,190,-110,-180,80,251,01-09-2010 00:00:00,3948,-139,Major Market,East,77,1,Herbal Tea,10,10,Mint,-238,112,New York,99,Decaf
